"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout","Sessions that completed checkout","Conversion rate","Pageviews","Checkout conversion rate","Added to cart rate","Reached checkout rate","Sessions that reached and completed checkout","Average session duration","Pageviews per session","Bounce rate","Completed checkout rate","Bounces","Online store visitors (20260511)","Sessions (20260511)","Sessions with cart additions (20260511)","Sessions that reached checkout (20260511)","Sessions that completed checkout (20260511)","Conversion rate (20260511)","Pageviews (20260511)","Checkout conversion rate (20260511)","Added to cart rate (20260511)","Reached checkout rate (20260511)","Sessions that reached and completed checkout (20260511)","Average session duration (20260511)","Pageviews per session (20260511)","Bounce rate (20260511)","Completed checkout rate (20260511)","Bounces (20260511)","Online store visitors (20260511) ","Sessions (20260511) ","Sessions with cart additions (20260511) ","Sessions that reached checkout (20260511) ","Sessions that completed checkout (20260511) ","Conversion rate (20260511) ","Pageviews (20260511) ","Checkout conversion rate (20260511) ","Added to cart rate (20260511) ","Reached checkout rate (20260511) ","Sessions that reached and completed checkout (20260511) ","Average session duration (20260511) ","Pageviews per session (20260511) ","Bounce rate (20260511) ","Completed checkout rate (20260511) ","Bounces (20260511) "
"Product","/products/top-fire-doll-163cm-full-sex-doll-f8567",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/ja/collections/black-mix-sex-doll",1,1,0,0,0,0,2,,0,0,0,13,2,0,,0,1,1,0,0,0,0,2,,0,0,0,13,2,0,,0,0,0,,,,,0,,,,,0,0,,,
"Collection","/collections/huge-breast-torso-sex-doll",1,1,0,0,0,0,7,,0,0,0,929,7,0,,0,1,1,0,0,0,0,7,,0,0,0,929,7,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/blogs/featured-blog/the-ultimate-guide-to-cleaning-powered-sex-dolls-keep-your-toy-safe-clean-and-fully-functional",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/t206-41-22lb-53cmkana-luxury-curvy-torso-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2186-162cm5-3ft-a-cup-s28-life-size-sex-doll-irontech-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/h271-silicone-sex-doll-head%E4%B8%A8angel-kiss-doll-head",1,1,0,0,0,0,3,,0,0,0,95,3,0,,0,1,1,0,0,0,0,3,,0,0,0,95,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Collection","/collections/ros-3-robot-features",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2244-159cm5-2ft-f-cup-s41-silicone-sex-doll-irontech-doll",1,1,0,0,0,0,18,,0,0,0,1380,18,0,,0,1,1,0,0,0,0,18,,0,0,0,1380,18,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/vi/blogs/dolls-info-qustions/have-sex-with-a-japnese-sex-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f9178-163cm5ft4-35kg-e-cup-silicone-halloween-sex-fuck-dolls%E4%B8%A8doll-senior",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/ja/blogs/dolls-info-qustions/who-must-choose-vibrating-sex-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f9256-170cm5ft7-43kg-g-cup-silicone-ros-gel-breast-full-body-sex-doll%E4%B8%A8doll-senior",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/robotic-sex-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f4749-167cm5-5ft-34kg-jenny-m-e-cup-mescular-butt-muscle-european-real-silicone-medium-butt-sex-doll-se-doll",1,1,0,0,0,0,2,,0,0,0,0,2,0,,0,1,1,0,0,0,0,2,,0,0,0,0,2,0,,0,0,0,,,,,0,,,,,,0,,,
"Blog Article","/blogs/dolls-info-qustions/how-to-clean-a-pocket-pussy-a-complete-guide-for-long-lasting-pleasure",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f3520-163cm5-4ft-51kg-h-cup-bbw-tpe-sex-doll%E4%B8%A8wm-doll",1,1,0,0,0,0,4,,0,0,0,262,4,0,,0,1,1,0,0,0,0,4,,0,0,0,262,4,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f5123-168cm-c-cup-lifelike-girlfriend-ros-silicone-sex-doll-galatea-doll",1,1,0,0,0,0,9,,0,0,0,246,9,0,,0,1,1,0,0,0,0,9,,0,0,0,246,9,0,,0,0,0,,,,,0,,,,,0,0,,,
"Collection","/collections/silicone-torso-sex-doll-in-stock-usa",1,1,0,0,0,0,2,,0,0,0,29,2,0,,0,1,1,0,0,0,0,2,,0,0,0,29,2,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/products/f9285-178cm-5ft10-63kg-p-cup-ros-silicone-giant-sex-doll-doll-castle",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f3306-158cm-5ft242kg-katrina-e-cup-tpe-big-ass-adult-big-chest-sex-doll-yl-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/blogs/dolls-info-qustions/the-big-ass-sex-toy-craze-why-men-are-obsessed-with-full-hipped-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/ja/collections/silicone-ass",1,1,0,0,0,0,7,,0,0,0,753,7,0,,0,1,1,0,0,0,0,7,,0,0,0,753,7,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f2574-168cm-h-cup-most-realistic-sex-doll-silicone",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/anime-sex-doll-torso",1,1,0,0,0,0,2,,0,0,0,33,2,0,,0,1,1,0,0,0,0,2,,0,0,0,33,2,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/products/f6298-165cm-5ft4-37kg-d-cup-silicone-realistic-sex-doll-firefly-diary-max",1,1,0,0,0,0,21,,0,0,0,1105,21,0,,0,1,1,0,0,0,0,21,,0,0,0,1105,21,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/h044-sex-doll-head",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/13-sex-doll-storage-practical-tips-youll-definitely-use",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/products/506plus",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/lusandy-doll-videos",1,1,0,0,0,0,17,,0,0,0,165,17,0,,0,1,1,0,0,0,0,17,,0,0,0,165,17,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/pages/celebrity-sex-doll-guide",1,1,0,0,0,0,5,,0,0,0,105,5,0,,0,1,1,0,0,0,0,5,,0,0,0,105,5,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/products/f4818-161cm-5ft346kg-m-cup-sexy-silicone-ros-bbw-sex-doll-doggystyle-hr-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/shedoll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/h131-sex-doll-head",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f706-161cm5ft3-33kg-e-cup-penny-dark-tanned-silicone-sex-doll-irontech-doll",1,1,0,0,0,0,4,,0,0,0,104,4,0,,0,1,1,0,0,0,0,4,,0,0,0,104,4,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/ja/collections/fake-pussy-fake-vagina-sex-toys",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/alien-sex-doll-heads-1",1,1,0,0,0,0,9,,0,0,0,543,9,0,,0,1,1,0,0,0,0,9,,0,0,0,543,9,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/products/f5138-162cm-d-cup-sexy-lover-ros-silicone-sex-doll-galatea-doll",1,1,0,0,0,0,3,,0,0,0,19,3,0,,0,1,1,0,0,0,0,3,,0,0,0,19,3,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/blogs/dolls-info-qustions/top-high-fidelity-brown-black-celebrity-sex-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/mrl-doll",1,1,0,0,0,0,3,,0,0,0,84,3,0,,0,1,1,0,0,0,0,3,,0,0,0,84,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f5825-176cm-5ft3-41kg-e-cup-rebecca-silicone-realistic-with-ros-head-sex-doll-top-cydoll",1,1,0,0,0,0,1,,0,0,0,1,1,1,,1,1,1,0,0,0,0,1,,0,0,0,1,1,1,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/frequently-asked-questions-about-lifelike-foot-sex-toys",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/de/collections/bbw-medium-torso",1,1,0,0,0,0,2,,0,0,0,1394,2,0,,0,1,1,0,0,0,0,2,,0,0,0,1394,2,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f9365-elsa-babe-163cm-anime-style-full-size-silicone-sex-doll",1,1,0,0,0,0,1,,0,0,0,6,1,1,,1,1,1,0,0,0,0,1,,0,0,0,6,1,1,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-care-for-your-torso-doll-a-comprehensive-guide-from-tpe-to-silicone",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/2025-how-to-perform-oral-sex-with-a-real-sex-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/ja/collections/azm-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f1336-159cm5-2ft-a-cup-small-tits-blonde-hair-sweet-young-tpe-sex-doll-in-stock-usa-fun-west-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f3761-161cm5ft4-e-cup-silicone-sexy-realistic-adult-women-sex-doll-se-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f1930k-164cm5ft4-f-cup-lucky-life-size-sex-doll-irontech-doll",1,1,0,0,0,0,7,,0,0,0,751,7,0,,0,1,1,0,0,0,0,7,,0,0,0,751,7,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/blogs/dolls-info-qustions/zero-to-hero-guide-how-first-timers-should-choose-full-body-sex-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/irontech-dolls-new-release-the-164aio-series-redefines-the-ultimate-realistic-sex-doll-experience",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/t6212-3lbminisize-silicone-sex-doll-torso-sigafun-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/dealing-with-the-mobility-challenges-of-big-ass-sex-dolls-practical-solutions-for-heavyweight-dolls",1,1,0,0,0,0,10,,0,0,0,183,10,0,,0,1,1,0,0,0,0,10,,0,0,0,183,10,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/ja/collections/celebrity-sex-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/de/blogs/dolls-info-qustions/3-leading-brands-shaping-the-trend-unveiling-the-charm-of-asian-sex-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/new-arrival-sex-doll-heads",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f6209k-172cm-5-6ft-37-5kg-a-cup-realistic-flat-chest-sex-doll-in-stock-usa-top-cydoll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/zelex-inspiration-series-2-0-gets-a-full-scale-upgrade-ultra-realistic-dolls-are-here-to-amaze",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/de/collections/big-ass-sex-doll-mini-torso",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/589-sex-doll-torso",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/t713-50-7lb-39-3inch-human-size-torso-sex-doll-luxury-sexiest-stripper-plump-hot-sex-toy-for-man",1,1,0,0,0,0,9,,0,0,0,405,9,0,,0,1,1,0,0,0,0,9,,0,0,0,405,9,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/t26111-46lb-lifelike-big-penis-male-sex-doll-torso-dildo-adult-toys-for-female-masturbation",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/understanding-ai-robotic-sex-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5712-165cm5ft4-35kg-b-cup-silicone-ros-best-flat-chest-asian-sex-doll%E4%B8%A8doll-senior",1,1,0,0,0,0,4,,0,0,0,602,4,0,,0,1,1,0,0,0,0,4,,0,0,0,602,4,0,,0,0,0,,,,,0,,,,,0,0,,,
"Collection","/collections/human-size-torso-sex-doll",1,1,0,0,0,0,8,,0,0,0,787,8,0,,0,1,1,0,0,0,0,8,,0,0,0,787,8,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f120-176cm-5ft8-silicone-male-sex-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f7626-163cm5-3ft-e-cup-great-huge-butt-tpe-body-silicone-head-sex-doll-for-men%E4%B8%A8sy-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f189-tpe-sex-doll-159cm",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f521-171cm-silicone-flat-chest-sex-doll-a-cup-starpery-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/the-history-of-sex-doll-brothels",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/t202-12-9lb-31cm-mona-bbw-fat-belly-lady-torso-sex-doll-in-stock-usa",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/products/p897-realistic-silicone-pocket-pussy-fuck-toys-climax-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/products/a308-13lb-19lb-30lb-three-sizes-silicone-soft-realistic-big-ass-sex-dolls-torso",1,1,0,0,0,0,5,,0,0,0,175,5,0,,0,1,1,0,0,0,0,5,,0,0,0,175,5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/h644-ros-silicone-sex-doll-head%E4%B8%A8wm-doll-head",1,1,0,0,0,0,33,,0,0,0,656,33,0,,0,1,1,0,0,0,0,33,,0,0,0,656,33,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/lovenestle-huge-ass-sex-doll-torso-silicone-dual-tunnels",1,1,0,0,0,0,2,,0,0,0,23,2,0,,0,1,1,0,0,0,0,2,,0,0,0,23,2,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f8243-168cm5-5ft-34kg-silicone-full-size-sex-doll-azm-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/p39-realistic-pussy-masturbator",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/t507v-70-54lb-lifesize-sex-doll-torso-luxury-sexiest-stripper-plump-hot-sex-toy-for-man",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/ja/collections/new-sex-dolls-2023-05",1,1,0,0,0,0,11,,0,0,0,2062,11,0,,0,1,1,0,0,0,0,11,,0,0,0,2062,11,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f5639-171cm-40kg-c-cup-silicone-head-movable-jaw-sle-body-silicone-celebrity-sex-doll-in-stock-usa-canada-zelex-doll",1,1,0,0,0,0,7,,0,0,0,216,7,0,,0,1,1,0,0,0,0,7,,0,0,0,216,7,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/products/a2-23-8lbs-sex-doll-butt-with-sucking-pussy",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/top-3-flat-chested-sex-dolls-of-2025-ultimate-flatness-unique-allure",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f1069-157cm-tpe-sex-doll-fun-west-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/products/531sex-doll-torso",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f7112-161cm5-28ft-32-8kg-2-1-i-cup-robot-silicone-head-adult-asian-sex-doll-bezlya-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/products-climax-doll-bbw-big-butt-black-gel-27-5lb-realistic-torso",1,1,0,0,0,0,17,,0,0,0,1213,17,0,,0,1,1,0,0,0,0,17,,0,0,0,1213,17,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/dolls-info-qustions/in-depth-review-of-chunmomo-bezlya-collaborative-celebrity-sex-doll",1,1,0,0,0,0,2,,0,0,0,4,2,0,,0,1,1,0,0,0,0,2,,0,0,0,4,2,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/collections/femboys-sex-doll",1,1,0,0,0,0,2,,0,0,0,41,2,0,,0,1,1,0,0,0,0,2,,0,0,0,41,2,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f5567-150cm-5ft-27-5kg-anime-silicone-sex-doll-elsa-babe",1,1,0,0,0,0,4,,0,0,0,204,4,0,,0,1,1,0,0,0,0,4,,0,0,0,204,4,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/p376-anime-pocket-pussy-sex-toy-for-men-jiuai",1,1,0,0,0,0,3,,0,0,0,115,3,0,,0,1,1,0,0,0,0,3,,0,0,0,115,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f4038-150cm-k-cup-huge-breast-tpe-sex-doll-castle-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/ja/blogs/dolls-info-qustions/sex-doll-torso-and-sexual-equality",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5584-150cm-5ft-27-5kg-anime-silicone-sex-doll-elsa-babe",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/big-ass-sex-doll-500-999",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f7617-162cm-d-cup-silicone-sex-doll-galatea-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/ja/blogs/dolls-info-qustions/2025-best-furry-sex-doll-picks-your-fantasy-comes-to-life",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f4092k-153cm-45kg-q-cup-full-silicone-ssbbw-biggest-sex-doll-bbw-in-stock-castle-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/de/collections/gay-sex-doll",1,1,0,0,0,0,2,,0,0,0,49,2,0,,0,1,1,0,0,0,0,2,,0,0,0,49,2,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f4291-163cm5ft3-34kg-c-cup-asian-tpe-sex-doll-wm-doll",1,1,0,0,0,0,12,,0,0,0,1216,12,0,,0,1,1,0,0,0,0,12,,0,0,0,1216,12,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/t31-111cm-3ft6-26kg-g-cup-silicone-half-torso-sex-doll-sex-doll-torso-with-head-se-doll",1,1,0,0,0,0,19,,0,0,0,497,19,0,,0,1,1,0,0,0,0,19,,0,0,0,497,19,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/t1210-3-8kg-8-4lbs-tpe-realistic-mini-sex-doll-torso-du-ai",1,1,1,0,0,0,2,,1,0,0,9,2,0,,0,1,1,1,0,0,0,2,,1,0,0,9,2,0,,0,0,0,0,,,,0,,0,,,0,0,,,
"Product","/products/reallady-silicone-ros-doll-159cm-h-cup-f724",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2011-157cm5-1ft-28-6kg-b-cup-asian-tpe-sex-doll%E4%B8%A8wm-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2267-163cm-f-cup-eve-silicone-sex-doll-normon-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/anime-alien-sex-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/p94-10-8lb-paula-cow-girl-six-boobs-anime-sexdolls-hentai-sex-dolls-torso-mrl",1,1,0,0,0,0,15,,0,0,0,527,15,0,,0,1,1,0,0,0,0,15,,0,0,0,527,15,0,,0,0,0,,,,,0,,,,,0,0,,,
