"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout","Sessions that completed checkout","Conversion rate","Pageviews","Checkout conversion rate","Added to cart rate","Reached checkout rate","Sessions that reached and completed checkout","Average session duration","Pageviews per session","Bounce rate","Completed checkout rate","Bounces","Online store visitors (20260511)","Sessions (20260511)","Sessions with cart additions (20260511)","Sessions that reached checkout (20260511)","Sessions that completed checkout (20260511)","Conversion rate (20260511)","Pageviews (20260511)","Checkout conversion rate (20260511)","Added to cart rate (20260511)","Reached checkout rate (20260511)","Sessions that reached and completed checkout (20260511)","Average session duration (20260511)","Pageviews per session (20260511)","Bounce rate (20260511)","Completed checkout rate (20260511)","Bounces (20260511)","Online store visitors (20260511) ","Sessions (20260511) ","Sessions with cart additions (20260511) ","Sessions that reached checkout (20260511) ","Sessions that completed checkout (20260511) ","Conversion rate (20260511) ","Pageviews (20260511) ","Checkout conversion rate (20260511) ","Added to cart rate (20260511) ","Reached checkout rate (20260511) ","Sessions that reached and completed checkout (20260511) ","Average session duration (20260511) ","Pageviews per session (20260511) ","Bounce rate (20260511) ","Completed checkout rate (20260511) ","Bounces (20260511) "
"Collection","/collections/torso-under-200",2,2,1,1,0,0,8,0,0.5,0.5,0,130,4,0,0,0,2,2,1,1,0,0,8,0,0.5,0.5,0,130,4,0,0,0,0,0,0,0,,,0,,0,0,,0,0,,,
"Collection","/collections/ros-2-robot-features",2,2,0,0,0,0,4,,0,0,0,11.5,2,0,,0,2,2,0,0,0,0,4,,0,0,0,11.5,2,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/t669-386lbs-silicone-robot-sex-doll-torso-with-head",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/what-are-the-different-types-of-sex-dolls",2,2,0,0,0,0,4,,0,0,0,12.5,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,12.5,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/h367-silicone-sex-doll-head-real-lady-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/bbw-sex-doll-list",2,2,0,0,0,0,13,,0,0,0,577.5,6.5,0.5,,1,2,2,0,0,0,0,13,,0,0,0,577.5,6.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/shoot-videos-for-you-01-demystifying-the-sex-doll-factory",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/p389-2-6lb-furry-anime-pocket-pussy-silicone-stroker-mrl",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f8147-160cm-5ft2-36kg-silicone-anime-life-size-sex-doll-elsa-babe",2,2,0,0,0,0,3,,0,0,0,7.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,7.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/de/blogs/dolls-info-qustions/in-depth-review-of-chunmomo-bezlya-collaborative-celebrity-sex-doll",2,2,0,0,0,0,8,,0,0,0,329,4,0.5,,1,2,2,0,0,0,0,8,,0,0,0,329,4,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/587-18-74lbsex-doll-torso-with-fully-automatic-cleaning",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/top-sex-doll-torsos-under-200",2,2,0,0,0,0,3,,0,0,0,11.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,11.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/mini-hentai-sex-doll",2,2,0,0,0,0,26,,0,0,0,626,13,0.5,,1,2,2,0,0,0,0,26,,0,0,0,626,13,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/b38-silicone-sex-doll-titfuck-torso-realistic-titfuck-to-climax",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f191-tpe-sex-doll-159cm",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/3-stunning-black-sex-dolls-you-can-t-miss-in-2025",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/big-boobs-sex-dolls",2,2,0,0,0,0,11,,0,0,0,129.5,5.5,0,,0,2,2,0,0,0,0,11,,0,0,0,129.5,5.5,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/collections/big-ass-sex-doll-1000-1999",2,2,0,0,0,0,3,,0,0,0,7,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,7,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f3524-163cm5-4ft-51kg-h-cup-bbw-tpe-sex-doll%E4%B8%A8wm-doll",1,2,0,0,0,0,6,,0,0,0,136.5,3,0.5,,1,1,2,0,0,0,0,6,,0,0,0,136.5,3,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/teardrop-huge-breast-sex-doll",2,2,0,0,0,0,48,,0,0,0,762.5,24,0,,0,2,2,0,0,0,0,48,,0,0,0,762.5,24,0,,0,0,0,,,,,0,,,,,0,0,,,
"Checkout","/60719464687/orders/c8e5acc8aa204a8951cd8cbc259774ec",2,2,0,0,0,0,3,,0,0,0,10.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,10.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/funwest-doll-videos",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f1618-163cm-5ft3-g-cup-fat-girl-realistic-silicone-head-sex-doll-rosretty-doll",2,2,0,0,0,0,6,,0,0,0,109.5,3,0.5,,1,2,2,0,0,0,0,6,,0,0,0,109.5,3,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/wanna-make-your-sex-doll-look-like-an-anime-character-heres-how",2,2,0,0,0,0,9,,0,0,0,48,4.5,0,,0,2,2,0,0,0,0,9,,0,0,0,48,4.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/real-sex-doll-reviews-pros-cons-real-usage-tests/7-top-brands-of-silicone-sex-dolls-jelly-breast-experience-which-is-the-softest-and-most-realistic",2,2,0,0,0,0,10,,0,0,0,181,5,0.5,,1,2,2,0,0,0,0,10,,0,0,0,181,5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/black-sex-bbw",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/blogs/sex-doll-torso-blog/recognize-these-4-points-better-understand-the-sex-torsos",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2473-159cm-37kg-a-cup-clara-tpe-sex-doll-fun-west-doll",2,2,0,0,0,0,4,,0,0,0,78.5,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,78.5,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6123-150cm-4ft9-29kg-a-cup-flat-chested-silicone-sex-doll-sy-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f7679-150cm4ft9-37-6kg-l-cup-s-tpe-gel-filled-life-size-anime-sex-doll-irokebijin-doll",2,2,0,0,0,0,31,,0,0,0,1192.5,15.5,0.5,,1,2,2,0,0,0,0,31,,0,0,0,1192.5,15.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/o-cup-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/p36-realistic-masturbator",1,2,0,0,0,0,4,,0,0,0,28,2,0.5,,1,1,2,0,0,0,0,4,,0,0,0,28,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6139-160cm-5-2ft-36kg-c-cup-tpe-silicone-head-sex-doll-sy-doll",2,2,0,0,0,0,3,,0,0,0,27.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,27.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/v322-silicone-vajankle-foot-fetish-toy-with-detailed-foot-design",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/starpery-doll-videos",2,2,0,0,0,0,6,,0,0,0,123.5,3,0.5,,1,2,2,0,0,0,0,6,,0,0,0,123.5,3,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/discover-the-secrets-of-the-vagina",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/sex-doll-videos",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/t429-106cm3ft5-33-4kg-c-cup-sydney-bubble-butt-silicone-sex-doll-torso-with-head-in-stock-usa-canada-lovenestle",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/judy-rona-big-butt-torso-silicone-26lb-realistic-sex-doll",2,2,1,0,0,0,37,,0.5,0,0,750.5,18.5,0,,0,2,2,1,0,0,0,37,,0.5,0,0,750.5,18.5,0,,0,0,0,0,,,,0,,0,,,0,0,,,
,"/en-ca/collections/big-ass-sex-doll-torso",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/fjdoll-videos",2,2,0,0,0,0,23,,0,0,0,153,11.5,0,,0,2,2,0,0,0,0,23,,0,0,0,153,11.5,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/collections/male-sex-doll",2,2,0,0,0,0,4,,0,0,0,18.5,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,18.5,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-doll-lingerie",2,2,0,0,0,0,4,,0,0,0,74,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,74,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/8-9in-male-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2567-157cm5-2ft-41kg-g-cup-ros-realistic-silicone-sex-doll-fun-west-doll",1,2,0,0,0,0,78,,0,0,0,3400.5,39,0.5,,1,1,2,0,0,0,0,78,,0,0,0,3400.5,39,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/2025-s-hottest-sex-doll-brands-bestsellers-did-you-pick-the-right-one",2,2,0,0,0,0,3,,0,0,0,11.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,11.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/ja/collections/vendors",2,2,0,0,0,0,6,,0,0,0,55.5,3,0,,0,2,2,0,0,0,0,6,,0,0,0,55.5,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Collection","/collections/dildo-male-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/don-t-let-stains-ruin-your-doll-the-complete-guide-to-cleaning-tpe-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/tips-for-having-sex-with-black-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f4474a-163cm5-3ft-51kg-h-cup-bbw-big-booty-large-butt-tpe-sex-doll-2025%E4%B8%A8wm-doll",2,2,0,0,0,0,3,,0,0,0,9.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,9.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/h125-sex-doll-head",2,2,0,0,0,0,38,,0,0,0,2053,19,0,,0,2,2,0,0,0,0,38,,0,0,0,2053,19,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/dolls-info-qustions/superhero-sex-dolls",2,2,0,0,0,0,14,,0,0,0,162,7,0.5,,1,2,2,0,0,0,0,14,,0,0,0,162,7,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/featured-blog/how-to-tattoo-your-male-sex-doll",2,2,0,0,0,0,3,,0,0,0,48,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,48,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/is-a-fully-loose-skeleton-full-body-doll-worth-it",2,2,0,0,0,0,4,,0,0,0,35.5,2,0,,0,2,2,0,0,0,0,4,,0,0,0,35.5,2,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/dolls-info-qustions/a-must-read-for-anime-fans-anime-futa-sex-dolls-bring-your-2d-fantasy-to-life",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f7145-168cm-5ft6-41kg-a-cup-elf-fantasy-silicon-sexual-hentai-best-alien-sex-doll-castle-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/the-hidden-risks-behind-used-nbsp-sex-dolls-would-you-still-buy-one",2,2,0,0,0,0,3,,0,0,0,2,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,2,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t8-luxury-lifesize-bbw-sex-doll-torso-black-skin-color",2,2,1,0,0,0,18,,0.5,0,0,576,9,0,,0,2,2,1,0,0,0,18,,0.5,0,0,576,9,0,,0,0,0,0,,,,0,,0,,,0,0,,,
"Blog Article","/blogs/dolls-info-qustions/2026-must-have-the-latest-trend-in-anime-sex-dolls-revealed",2,2,0,0,0,0,4,,0,0,0,23,2,0,,0,2,2,0,0,0,0,4,,0,0,0,23,2,0,,0,0,0,,,,,0,,,,,0,0,,,
"Collection","/collections/tpe-sex-doll-torso",2,2,0,0,0,0,11,,0,0,0,1037.5,5.5,0,,0,2,2,0,0,0,0,11,,0,0,0,1037.5,5.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f930-166cm5ft5-b-cup-tpe-anime-asian-cute-girl-sex-doll-se-doll",1,2,0,0,0,0,16,,0,0,0,959,8,0.5,,1,1,2,0,0,0,0,16,,0,0,0,959,8,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/p103-5-28lb-strong-suction-cup-silicone-hentai-male-mini-sex-doll-with-dildo-tayuta",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f1929k-164cm5ft4-g-cup-hazel-life-size-sex-doll-irontech-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/starpery-doll-factory-photos",2,2,0,0,0,0,25,,0,0,0,425.5,12.5,0,,0,2,2,0,0,0,0,25,,0,0,0,425.5,12.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/t59348-5lb-black-luxury-realistic-small-breasts-flat-chested-sex-doll-torso-climax-doll",2,2,0,0,0,0,5,,0,0,0,359,2.5,0.5,,1,2,2,0,0,0,0,5,,0,0,0,359,2.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/how-to-stop-dark-clothes-from-ruining-your-sex-doll-s-skin",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Index","/blogs/recent-brand-updates-new-arrivals-for-sex-dolls/articles",1,2,0,0,0,0,8,,0,0,0,521.5,4,0.5,,1,1,2,0,0,0,0,8,,0,0,0,521.5,4,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/products/f5599-150cm-5ft-26kg-m1-flat-chest-life-size-silicone-sex-doll-md-doll",2,2,0,0,0,0,9,,0,0,0,481.5,4.5,0.5,,1,2,2,0,0,0,0,9,,0,0,0,481.5,4.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/budget-friendly-life-size-sex-dolls-torsos-flat-20-discount-today",2,2,0,0,0,0,7,,0,0,0,976,3.5,0,,0,2,2,0,0,0,0,7,,0,0,0,976,3.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f4987-159cm5-2ft-27kg-b-cup-anime-tpe-best-hentai-sex-doll%E4%B8%A8wm-doll",1,2,0,0,0,0,16,,0,0,0,39,8,0.5,,1,1,2,0,0,0,0,16,,0,0,0,39,8,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/2026-doggy-dildo-doll-user-guide",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5418-166cm5f4-39kg-f-cup-ros-silicone-head-real-sex-doll-aibei-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f9315-150cm4ft11-30kg-2-2-a-cup-asian-real-silicone-japanese-life-sized-sex-doll-aitia-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/sex-doll-legs",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f7659-150cm4ft11-25kg-d-cup-silicone-ros-japanese-mini-sex-doll-miye-with-implanted-hair-gel-breast-oral%E4%B8%A8doll-senior",2,2,0,0,0,0,39,,0,0,0,474.5,19.5,0,,0,2,2,0,0,0,0,39,,0,0,0,474.5,19.5,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/blogs/dolls-info-qustions/how-to-eat-ass-a-deep-dive-into-rimming-techniques-and-sex-doll-play",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f9010-157cm-5ft1-29kg-b-cup-realistic-skinny-tpe-sex-doll-sy-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/ja/collections/naked-sex-doll",2,2,0,0,0,0,11,,0,0,0,218.5,5.5,0.5,,1,2,2,0,0,0,0,11,,0,0,0,218.5,5.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f4708-doll-castle-150cm-j-cup-bbw-life-sized-sex-doll",2,2,0,0,0,0,48,,0,0,0,1264,24,0,,0,2,2,0,0,0,0,48,,0,0,0,1264,24,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/products/p381-3-15lbs-meru-the-succubus-onahole-fake-pussy-silicone-anime-hentai-sex-doll-mrl",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5561-150cm4ft9-33kg-f-cup-life-size-silicone-head-sex-doll-aibei-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/which-condoms-can-be-used-with-18s-sex-dolls",2,2,0,0,0,0,4,,0,0,0,220,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,220,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/big-booty-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/big-ass-sex-doll-life-size",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/life-size-shemale-sex-doll",2,2,0,0,0,0,4,,0,0,0,39.5,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,39.5,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t631-63-9lb-morgpie-pornstar-sexdoll-life-like-sex-doll-with-tantabosom%E4%B8%A8tantaly",2,2,0,0,0,0,3,,0,0,0,13.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,13.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t267-big-coke-male-sex-dolls-torso-dildo-for-women",2,2,0,0,0,0,5,,0,0,0,115.5,2.5,0.5,,1,2,2,0,0,0,0,5,,0,0,0,115.5,2.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Index","/blogs/complete-sex-doll-guide-for-beginners",2,2,0,0,0,0,6,,0,0,0,55.5,3,0,,0,2,2,0,0,0,0,6,,0,0,0,55.5,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f9141-doll-senior-huge-boob-sex-doll-anime-asian-ros-gel-breast-silicone-170cm-43kg",2,2,0,0,0,0,12,,0,0,0,383.5,6,0.5,,1,2,2,0,0,0,0,12,,0,0,0,383.5,6,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f1672-162cm5f3-49kg-f-cup-great-huge-butt-chubby-tpe-sex-doll-2025-in-stock-usa-aibei-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f6131-159cm-5ft3-36kg-c-cup-lifelike-silicone-head-tpe-body-sex-doll-rosretty-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/p110-30cm-11-8in-2-5kg-silicone-anime-hentai-sex-toys-castle-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/sexy-celebrity-sexy-doll",2,2,0,0,0,0,7,,0,0,0,249.5,3.5,0,,0,2,2,0,0,0,0,7,,0,0,0,249.5,3.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f159-156cm-tpe-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/new-arrivals-sex-doll",2,2,0,0,0,0,30,,0,0,0,1001,15,0,,0,2,2,0,0,0,0,30,,0,0,0,1001,15,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/b37-yellow-silicone-sex-doll-boobs-torso-titjob",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f3800-160cm-5ft2-suzuki-aoi-silicone-anime-hentai-sex-doll-elsa-babe",1,2,0,0,0,0,3,,0,0,0,34.5,1.5,0.5,,1,1,2,0,0,0,0,3,,0,0,0,34.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/ai-sex-dolls-list",2,2,0,0,0,0,8,,0,0,0,38,4,0,,0,2,2,0,0,0,0,8,,0,0,0,38,4,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/dolls-info-qustions/se-doll-review-the-difference-between-tpe-and-silicone-doll",2,2,0,0,0,0,3,,0,0,0,7.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,7.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/se-doll-elf-silicone-t161cm-f736",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f4925-150cm4ft9-26-2kg-a-cup-small-breast-tpe-sex-doll-aibei-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5659-175cm-5ft7-e-cup-movable-jaws-silicone-sex-doll-inspiration-zelex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/galaxy",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/celebrity-sex-dolls",2,2,0,0,0,0,6,,0,0,0,52,3,0,,0,2,2,0,0,0,0,6,,0,0,0,52,3,0,,0,0,0,,,,,0,,,,,0,0,,,
